user_id,order_id,loan_date,period,due_date,repay_time
uid_15,oid_15,2021-01-25,2,2021-03-25,2021-01-29 00:00:00
uid_15,oid_15,2021-01-25,8,2021-09-25,2021-01-29 00:00:00
uid_15,oid_15,2021-01-25,7,2021-08-25,2021-01-29 00:00:00
uid_15,oid_15,2021-01-25,3,2021-04-25,2021-01-29 00:00:00
uid_15,oid_15,2021-01-25,5,2021-06-25,2021-01-29 00:00:00
uid_15,oid_15,2021-01-25,1,2021-02-25,2021-01-29 00:00:00
uid_15,oid_15,2021-01-25,9,2021-10-25,2021-01-29 00:00:00
uid_15,oid_15,2021-01-25,4,2021-05-25,2021-01-29 00:00:00
uid_15,oid_15,2021-01-25,6,2021-07-25,2021-01-29 00:00:00
uid_16,oid_16,2021-01-26,5,2021-06-26,2021-03-25 00:00:00
uid_16,oid_16,2021-01-26,6,2021-07-26,2021-03-25 00:00:00
uid_16,oid_16,2021-01-26,9,2021-10-26,2021-03-25 00:00:00
uid_16,oid_16,2021-01-26,1,2021-02-26,2021-02-25 00:00:00
uid_16,oid_16,2021-01-26,7,2021-08-26,2021-03-25 00:00:00
uid_16,oid_16,2021-01-26,3,2021-04-26,2021-03-25 00:00:00
uid_16,oid_16,2021-01-26,8,2021-09-26,2021-03-25 00:00:00
uid_16,oid_16,2021-01-26,4,2021-05-26,2021-03-25 00:00:00
uid_16,oid_16,2021-01-26,2,2021-03-26,2021-03-25 00:00:00
uid_16,oid_17,2021-01-27,4,2021-05-27,2021-03-25 00:00:00
uid_16,oid_17,2021-01-27,7,2021-08-27,2021-03-25 00:00:00
uid_16,oid_17,2021-01-27,3,2021-04-27,2021-03-25 00:00:00
uid_16,oid_17,2021-01-27,5,2021-06-27,2021-03-25 00:00:00
uid_16,oid_17,2021-01-27,1,2021-02-27,2021-02-25 00:00:00
uid_16,oid_17,2021-01-27,8,2021-09-27,2021-03-25 00:00:00
uid_16,oid_17,2021-01-27,2,2021-03-27,2021-03-25 00:00:00
uid_16,oid_17,2021-01-27,6,2021-07-27,2021-03-25 00:00:00
uid_16,oid_17,2021-01-27,9,2021-10-27,2021-03-25 00:00:00
uid_17,oid_18,2021-01-26,6,2021-07-26,2021-07-22 00:00:00
uid_17,oid_18,2021-01-26,1,2021-02-26,2021-02-25 00:00:00
uid_17,oid_18,2021-01-26,2,2021-03-26,2021-03-25 00:00:00
uid_17,oid_18,2021-01-26,9,2021-10-26,2021-10-22 00:00:00
uid_17,oid_18,2021-01-26,3,2021-04-26,2021-04-16 00:00:00
uid_17,oid_18,2021-01-26,5,2021-06-26,2021-06-26 00:00:00
uid_17,oid_18,2021-01-26,10,2021-11-26,2021-11-26 00:00:00
uid_17,oid_18,2021-01-26,8,2021-09-26,2021-09-25 00:00:00
uid_17,oid_18,2021-01-26,12,2022-01-26,2022-01-26 00:00:00
uid_17,oid_18,2021-01-26,7,2021-08-26,2021-08-26 00:00:00
uid_17,oid_18,2021-01-26,11,2021-12-26,2021-12-26 00:00:00
uid_17,oid_18,2021-01-26,4,2021-05-26,2021-05-18 00:00:00
uid_18,oid_19,2021-01-26,4,2021-05-26,2021-05-26 00:00:00
uid_18,oid_19,2021-01-26,8,2021-09-26,2021-09-26 00:00:00
uid_18,oid_19,2021-01-26,2,2021-03-26,2021-03-25 00:00:00
uid_18,oid_19,2021-01-26,7,2021-08-26,2021-08-26 00:00:00
uid_18,oid_19,2021-01-26,9,2021-10-26,2021-10-26 00:00:00
uid_18,oid_19,2021-01-26,1,2021-02-26,2021-02-26 00:00:00
uid_18,oid_19,2021-01-26,3,2021-04-26,2021-04-26 00:00:00
uid_18,oid_19,2021-01-26,5,2021-06-26,2021-06-26 00:00:00
uid_18,oid_19,2021-01-26,6,2021-07-26,2021-07-26 00:00:00
uid_19,oid_20,2021-01-26,8,2021-09-26,
uid_19,oid_20,2021-01-26,7,2021-08-26,
uid_19,oid_20,2021-01-26,3,2021-04-26,
uid_19,oid_20,2021-01-26,4,2021-05-26,
uid_19,oid_20,2021-01-26,11,2021-12-26,
uid_19,oid_20,2021-01-26,2,2021-03-26,
uid_19,oid_20,2021-01-26,5,2021-06-26,
uid_19,oid_20,2021-01-26,6,2021-07-26,
uid_19,oid_20,2021-01-26,12,2022-01-26,
uid_19,oid_20,2021-01-26,1,2021-02-26,2021-02-26 00:00:00
uid_19,oid_20,2021-01-26,9,2021-10-26,
uid_19,oid_20,2021-01-26,10,2021-11-26,
uid_20,oid_21,2021-01-26,4,2021-05-26,2021-05-28 00:00:00
uid_20,oid_21,2021-01-26,8,2021-09-26,2021-09-27 00:00:00
uid_20,oid_21,2021-01-26,1,2021-02-26,2021-03-01 00:00:00
uid_20,oid_21,2021-01-26,7,2021-08-26,2021-09-01 00:00:00
uid_20,oid_21,2021-01-26,5,2021-06-26,2021-06-28 00:00:00
uid_20,oid_21,2021-01-26,9,2021-10-26,2021-10-29 00:00:00
uid_20,oid_21,2021-01-26,3,2021-04-26,2021-04-27 00:00:00
uid_20,oid_21,2021-01-26,6,2021-07-26,2021-07-27 00:00:00
uid_20,oid_21,2021-01-26,2,2021-03-26,2021-03-27 00:00:00
uid_21,oid_22,2021-01-27,4,2021-05-27,2021-05-27 00:00:00
uid_21,oid_22,2021-01-27,3,2021-04-27,2021-04-30 00:00:00
uid_21,oid_22,2021-01-27,7,2021-08-27,2021-08-27 00:00:00
uid_21,oid_22,2021-01-27,2,2021-03-27,2021-03-27 00:00:00
uid_21,oid_22,2021-01-27,8,2021-09-27,2021-09-27 00:00:00
uid_21,oid_22,2021-01-27,1,2021-02-27,2021-02-27 00:00:00
uid_21,oid_22,2021-01-27,5,2021-06-27,2021-06-27 00:00:00
uid_21,oid_22,2021-01-27,6,2021-07-27,2021-07-27 00:00:00
uid_21,oid_22,2021-01-27,9,2021-10-27,2021-10-27 00:00:00
uid_22,oid_23,2021-01-27,11,2021-12-27,2021-12-26 00:00:00
uid_22,oid_23,2021-01-27,2,2021-03-27,2021-03-26 00:00:00
uid_22,oid_23,2021-01-27,8,2021-09-27,2021-09-12 00:00:00
uid_22,oid_23,2021-01-27,4,2021-05-27,2021-05-22 00:00:00
uid_22,oid_23,2021-01-27,7,2021-08-27,2021-08-25 00:00:00
uid_22,oid_23,2021-01-27,3,2021-04-27,2021-04-27 00:00:00
uid_22,oid_23,2021-01-27,1,2021-02-27,2021-02-26 00:00:00
uid_22,oid_23,2021-01-27,9,2021-10-27,2021-10-26 00:00:00
uid_22,oid_23,2021-01-27,12,2022-01-27,2022-01-27 00:00:00
uid_22,oid_23,2021-01-27,10,2021-11-27,2021-11-13 00:00:00
uid_22,oid_23,2021-01-27,6,2021-07-27,2021-07-25 00:00:00
uid_22,oid_23,2021-01-27,5,2021-06-27,2021-06-24 00:00:00
uid_23,oid_24,2021-01-27,1,2021-02-27,2021-03-05 00:00:00
uid_23,oid_24,2021-01-27,5,2021-06-27,2021-07-01 00:00:00
uid_23,oid_24,2021-01-27,4,2021-05-27,2021-05-31 00:00:00
uid_23,oid_24,2021-01-27,7,2021-08-27,2021-09-13 00:00:00
uid_23,oid_24,2021-01-27,6,2021-07-27,2021-08-04 00:00:00
uid_23,oid_24,2021-01-27,2,2021-03-27,2021-04-03 00:00:00
uid_23,oid_24,2021-01-27,3,2021-04-27,2021-04-28 00:00:00
uid_23,oid_24,2021-01-27,8,2021-09-27,2021-10-12 00:00:00
uid_23,oid_24,2021-01-27,9,2021-10-27,2021-11-05 00:00:00
uid_24,oid_25,2021-01-27,4,2021-05-27,2021-05-26 00:00:00
uid_24,oid_25,2021-01-27,8,2021-09-27,2021-09-15 00:00:00
uid_24,oid_25,2021-01-27,6,2021-07-27,2021-07-06 00:00:00
uid_24,oid_25,2021-01-27,7,2021-08-27,2021-08-24 00:00:00
uid_24,oid_25,2021-01-27,1,2021-02-27,2021-02-22 00:00:00
uid_24,oid_25,2021-01-27,11,2021-12-27,2021-12-09 00:00:00
uid_24,oid_25,2021-01-27,12,2022-01-27,2021-12-09 00:00:00
uid_24,oid_25,2021-01-27,10,2021-11-27,2021-10-28 00:00:00
uid_24,oid_25,2021-01-27,9,2021-10-27,2021-10-20 00:00:00
uid_24,oid_25,2021-01-27,5,2021-06-27,2021-06-13 00:00:00
uid_24,oid_25,2021-01-27,2,2021-03-27,2021-03-26 00:00:00
uid_24,oid_25,2021-01-27,3,2021-04-27,2021-04-12 00:00:00
uid_25,oid_26,2021-01-27,3,2021-04-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,10,2021-11-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,6,2021-07-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,4,2021-05-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,5,2021-06-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,11,2021-12-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,1,2021-02-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,12,2022-01-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,9,2021-10-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,7,2021-08-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,2,2021-03-27,2021-02-05 00:00:00
uid_25,oid_26,2021-01-27,8,2021-09-27,2021-02-05 00:00:00
uid_26,oid_27,2021-01-27,5,2021-06-27,2021-06-18 00:00:00
uid_26,oid_27,2021-01-27,6,2021-07-27,2021-06-18 00:00:00
uid_26,oid_27,2021-01-27,4,2021-05-27,2021-05-28 00:00:00
uid_26,oid_27,2021-01-27,7,2021-08-27,2021-06-18 00:00:00
uid_26,oid_27,2021-01-27,11,2021-12-27,2021-06-18 00:00:00
uid_26,oid_27,2021-01-27,3,2021-04-27,2021-04-27 00:00:00
uid_26,oid_27,2021-01-27,2,2021-03-27,2021-03-31 00:00:00
uid_26,oid_27,2021-01-27,1,2021-02-27,2021-03-31 00:00:00
uid_26,oid_27,2021-01-27,12,2022-01-27,2021-06-18 00:00:00
uid_26,oid_27,2021-01-27,10,2021-11-27,2021-06-18 00:00:00
uid_26,oid_27,2021-01-27,9,2021-10-27,2021-06-18 00:00:00
uid_26,oid_27,2021-01-27,8,2021-09-27,2021-06-18 00:00:00
uid_27,oid_28,2021-01-27,7,2021-08-27,2021-08-17 00:00:00
uid_27,oid_28,2021-01-27,4,2021-05-27,2021-05-07 00:00:00
uid_27,oid_28,2021-01-27,3,2021-04-27,2021-04-23 00:00:00
uid_27,oid_28,2021-01-27,10,2021-11-27,2021-11-22 00:00:00
uid_27,oid_28,2021-01-27,12,2022-01-27,2021-12-23 00:00:00
uid_27,oid_28,2021-01-27,11,2021-12-27,2021-12-23 00:00:00
uid_27,oid_28,2021-01-27,1,2021-02-27,2021-02-27 00:00:00
uid_27,oid_28,2021-01-27,6,2021-07-27,2021-07-20 00:00:00
uid_27,oid_28,2021-01-27,2,2021-03-27,2021-03-26 00:00:00
uid_27,oid_28,2021-01-27,9,2021-10-27,2021-10-27 00:00:00
uid_27,oid_28,2021-01-27,8,2021-09-27,2021-09-25 00:00:00
uid_27,oid_28,2021-01-27,5,2021-06-27,2021-06-27 00:00:00
uid_28,oid_29,2021-01-27,2,2021-03-27,2021-03-26 00:00:00
uid_28,oid_29,2021-01-27,6,2021-07-27,2021-07-27 00:00:00
uid_28,oid_29,2021-01-27,5,2021-06-27,2021-06-26 00:00:00
uid_28,oid_29,2021-01-27,10,2021-11-27,2021-11-27 00:00:00
uid_28,oid_29,2021-01-27,8,2021-09-27,2021-09-27 00:00:00
uid_28,oid_29,2021-01-27,1,2021-02-27,2021-02-27 00:00:00
uid_28,oid_29,2021-01-27,3,2021-04-27,2021-04-26 00:00:00
uid_28,oid_29,2021-01-27,4,2021-05-27,2021-05-26 00:00:00
uid_28,oid_29,2021-01-27,11,2021-12-27,2021-12-26 00:00:00
uid_28,oid_29,2021-01-27,12,2022-01-27,2021-12-26 00:00:00
uid_28,oid_29,2021-01-27,9,2021-10-27,2021-10-27 00:00:00
uid_28,oid_29,2021-01-27,7,2021-08-27,2021-08-27 00:00:00
uid_29,oid_30,2021-01-27,11,2021-12-27,
uid_29,oid_30,2021-01-27,1,2021-02-27,2021-02-27 00:00:00
uid_29,oid_30,2021-01-27,3,2021-04-27,2021-04-27 00:00:00
uid_29,oid_30,2021-01-27,12,2022-01-27,
uid_29,oid_30,2021-01-27,8,2021-09-27,
uid_29,oid_30,2021-01-27,6,2021-07-27,2021-07-27 00:00:00
uid_29,oid_30,2021-01-27,5,2021-06-27,2021-06-27 00:00:00
uid_29,oid_30,2021-01-27,4,2021-05-27,2021-05-26 00:00:00
uid_29,oid_30,2021-01-27,10,2021-11-27,
uid_29,oid_30,2021-01-27,9,2021-10-27,
uid_29,oid_30,2021-01-27,2,2021-03-27,2021-03-27 00:00:00
uid_29,oid_30,2021-01-27,7,2021-08-27,
uid_30,oid_31,2021-01-27,3,2021-04-27,2021-04-27 00:00:00
uid_30,oid_31,2021-01-27,5,2021-06-27,2021-06-27 00:00:00
uid_30,oid_31,2021-01-27,9,2021-10-27,2021-10-27 00:00:00
uid_30,oid_31,2021-01-27,6,2021-07-27,2021-07-27 00:00:00
uid_30,oid_31,2021-01-27,10,2021-11-27,2021-11-30 00:00:00
uid_30,oid_31,2021-01-27,12,2022-01-27,2022-02-09 00:00:00
uid_30,oid_31,2021-01-27,1,2021-02-27,2021-02-26 00:00:00
uid_30,oid_31,2021-01-27,2,2021-03-27,2021-03-27 00:00:00
uid_30,oid_31,2021-01-27,7,2021-08-27,2021-08-27 00:00:00
uid_30,oid_31,2021-01-27,8,2021-09-27,2021-09-26 00:00:00
uid_30,oid_31,2021-01-27,11,2021-12-27,2021-12-28 00:00:00
uid_30,oid_31,2021-01-27,4,2021-05-27,2021-05-28 00:00:00
uid_31,oid_32,2021-01-27,12,2022-01-27,2022-01-25 00:00:00
uid_31,oid_32,2021-01-27,5,2021-06-27,2021-06-26 00:00:00
uid_31,oid_32,2021-01-27,2,2021-03-27,2021-03-25 00:00:00
uid_31,oid_32,2021-01-27,10,2021-11-27,2021-11-25 00:00:00
uid_31,oid_32,2021-01-27,1,2021-02-27,2021-02-26 00:00:00
uid_31,oid_32,2021-01-27,4,2021-05-27,2021-05-25 00:00:00
uid_31,oid_32,2021-01-27,6,2021-07-27,2021-07-26 00:00:00
uid_31,oid_32,2021-01-27,9,2021-10-27,2021-10-25 00:00:00
uid_31,oid_32,2021-01-27,8,2021-09-27,2021-09-24 00:00:00
uid_31,oid_32,2021-01-27,11,2021-12-27,2021-12-27 00:00:00
uid_31,oid_32,2021-01-27,7,2021-08-27,2021-08-25 00:00:00
uid_31,oid_32,2021-01-27,3,2021-04-27,2021-04-26 00:00:00
uid_32,oid_33,2021-01-27,4,2021-05-27,
uid_32,oid_33,2021-01-27,7,2021-08-27,
uid_32,oid_33,2021-01-27,5,2021-06-27,
uid_32,oid_33,2021-01-27,8,2021-09-27,
uid_32,oid_33,2021-01-27,11,2021-12-27,
uid_32,oid_33,2021-01-27,12,2022-01-27,
uid_32,oid_33,2021-01-27,3,2021-04-27,
uid_32,oid_33,2021-01-27,9,2021-10-27,
uid_32,oid_33,2021-01-27,6,2021-07-27,
uid_32,oid_33,2021-01-27,1,2021-02-27,
uid_32,oid_33,2021-01-27,10,2021-11-27,
uid_32,oid_33,2021-01-27,2,2021-03-27,
uid_33,oid_34,2021-01-27,5,2021-06-27,2021-06-25 00:00:00
uid_33,oid_34,2021-01-27,9,2021-10-27,2021-10-27 00:00:00
uid_33,oid_34,2021-01-27,2,2021-03-27,2021-03-27 00:00:00
uid_33,oid_34,2021-01-27,4,2021-05-27,2021-05-27 00:00:00
uid_33,oid_34,2021-01-27,10,2021-11-27,2021-11-27 00:00:00
uid_33,oid_34,2021-01-27,11,2021-12-27,2021-12-27 00:00:00
